ID bloco	Classificação Spider	Id enunciado	Base/paráfrase	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Domínio/valor/genérica	Comentários	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional (português)	Revisão do SQL (Sara)	Revisado_1	Classificação nível eventos/casos	Classificação projeção	Classificação filtro	Classificação geral	relevância	wh-question	Revisão_1-Thais	Ambiguo	Comentário
156	no_hardness	1275	paráfrase	(fazer inglês)	 	Quantas declarações são rejeitadas, em algum nível de decisão, por dia?	How many declarations are rejected, at some decision level, per day?	Domínio														
156	no_hardness	1276	paráfrase			Ações de rejeição aparecem em quantas declarações a cada dia?	Rejection actions appear in how many declarations each day?	Domínio														
																						
157	no_hardness	1277	base	 	a resolução com having > 20 não está presente na requisição - fiz a consulta sem o having - verificar se funciona	Quais são os cinco casos com mais eventos e quais são os seus tempos de duração?	What are the five cases with the most events and what are their durations?	Genérica		select strftime('%s', MAX(timestamp)) - strftime('%s', MIN(timestamp)), idcase FROM events_log where idcase in (select idcase from events_log group by idcase having  count(*) IN (select count(*) from events_log group by idcase order by count(*) desc limit 5)) group by idcase 	select strftime('%s', MAX(timestamp)) - strftime('%s', MIN(timestamp)), idcase FROM events_log where idcase in (select idcase from events_log group by idcase having  count(*) IN (select count(*) from events_log group by idcase order by count(*) desc limit 5)) group by idcase 	ok	S	casos	casos;agregado	nenhum	estatística descritiva de fluxo de controle; perspectiva temporal;conformidade	4	which	S	N	
157	no_hardness	1278	paráfrase			Quais são os cinco casos com mais eventos e quanto tempo cada um deles durou?	What are the five cases with the most events and how long did each of them last?	Genérica														
157	no_hardness	1279	paráfrase			Liste os identificadores dos cinco casos nos quais mais eventos foram executados e informe quanto tempo cada um deles durou.	List the identifiers of the five cases in which the most events were performed and report how long each lasted.	Genérica														
157	no_hardness	1280	paráfrase			Quais foram os cinco casos com mais eventos e qual a duração de cada um deles?	What were the five cases with the most events and what was the duration of each of them?	Genérica														
157	no_hardness	1281	paráfrase			Quais foram os cinco casos com mais execuções de atividades e qual foi a duração de cada um deles?	What were the five cases with the most performances of activities and what was the duration of each of them?	Genérica														
157	no_hardness	1282	paráfrase			Informe quais são os cinco casos mais longos em termos de eventos e quanto tempo durou cada um desses casos.	Report which are the five longest cases in terms of events and what was the duration of each of these cases.	Genérica														
157	no_hardness	1283	paráfrase			Quais são os casos com mais eventos associados e qual é a duração de cada um desses casos?	Which cases have the most associated events and what is the duration of each of these cases?	Genérica														
157	no_hardness	1284	paráfrase	(fazer inglês)	SELECT idcase, MAX(enddatetime) - MIN(enddatetime), COUNT(idevent) FROM log_excerpt GROUP BY idcase ORDER BY COUNT(idevent) ASC LIMIT 5;	Quais são as 5 declarações que passaram pelo maior número de ações e quanto tempo durou o processamento de cada uma delas?	What are the 5 declarations that went through the greatest number of actions and how long did each of them take to process?	Domínio			 											
157	no_hardness	1285	paráfrase			Quais são as cinco declarações mais trabalhosas (mais exigiram a execução de alguma ação) e quanto tempo cada uma necessitou para ser processada?	What are the five most labor-intensive declarations (most requiring some action to be performed) and how long did each one take to be processed?	Domínio														
																						
158	no_hardness	1286	base			Quais são os cinco casos mais longos em termos de quantidade de eventos, dentre aqueles com no mínimo 20 eventos, e qual é a duração de cada um desses casos?	What are the five longest cases in terms of number of events, among those with at least 20 events, and what is the duration of each of these cases?	Genérica		select strftime('%s', MAX(timestamp)) - strftime('%s', MIN(timestamp)), idcase FROM events_log where idcase in (select idcase from events_log group by idcase having  count(*) IN (select count(*) from events_log group by idcase HAVING count(*) >= 20 order by count(*) desc limit 5)) group by idcase 	select strftime('%s', MAX(timestamp)) - strftime('%s', MIN(timestamp)), idcase FROM events_log where idcase in (select idcase from events_log group by idcase having  count(*) IN (select count(*) from events_log group by idcase HAVING count(*) >= 20 order by count(*) desc limit 5)) group by idcase 	ok	S	casos	casos;agregado	nenhum	estatística descritiva de fluxo de controle; perspectiva temporal;conformidade	4	which	S	N	
158	no_hardness	1287	paráfrase			Encontre os cinco casos que possuem o maior número de eventos, considerando que tenham no mínimo 20 eventos, e informe o tempo de duração desses casos.	Find the five cases that have the highest number of events, considering that they have at least 20 events, and report the duration of these cases.	Genérica														
158	no_hardness	1288	paráfrase			Quais são as cinco instâncias de processo com mais execuções de atividades, considerando aquelas nas quais ocorreram pelo menos 20 eventos, e quais são os tempos de duração dessas instâncias?	What are the five process instances with the most activity performances, considering those in which at least 20 events occurred, and what are the durations of these instances?	Genérica														
158	no_hardness	1289	paráfrase			Dentre as instâncias de processo com 20 eventos ou mais, liste as cinco maiores e informe quanto tempo elas duraram.	Among the process instances with 20 or more events, list the five largest and report how long they lasted.	Genérica														
158	no_hardness	1290	paráfrase			Considerando os casos com 20 eventos ou mais, liste os cinco que possuem mais eventos e informe quanto tempo cada um deles durou.	Considering cases with 20 events or more, list the five that have the most events and report how long each of them lasted.	Genérica														
158	no_hardness	1291	paráfrase			Dentro do subconjunto de casos que possuem pelo menos 20 eventos, quais são os cinco com a maior quantidade de eventos e quanto tempo levou a execução de cada um desses casos?	Within the subset of cases that have at least 20 events, which are the five with the greatest number of events and how long did each of these cases take to perform?	Genérica														
158	no_hardness	1292	paráfrase			Quais são os cinco processamentos de declaração mais longo em termos de eventos, que tenham no mínimo 20 eventos, e quais são os seus tempos de duração?	What are the five longest declaration processes in terms of events, which have at least 20 events, and what are their durations?	Genérica														
158	no_hardness	1293	paráfrase	(fazer inglês)	 	Dentre as declarações com 20 ações realizadas ou mais, informe as 5 maiores e quanto tempo o processamento delas durou.	Among the declarations with 20 actions or more performed, report the 5 largest and how long their processing took.	Domínio			 											
																						
159	extra	1294	base	 	 	Quais os dez casos mais recentes em que a atividade 'requisição de pagamento' não foi executada?	What are the ten most recent cases in which the 'request payment' activity was not performed?	Valor		SELECT DISTINCT idcase FROM events_log WHERE idcase NOT IN (SELECT DISTINCT idcase FROM events_log WHERE activity = 'Request payment' ) ORDER BY timestamp DESC LIMIT 10	SELECT DISTINCT idcase FROM events_log WHERE idcase NOT IN (SELECT DISTINCT idcase FROM events_log WHERE activity = 'Requisição de pagamento' ) ORDER BY timestamp DESC LIMIT 10	ok	S	casos	casos	atividade	perspectiva de fluxo de controle;perspectiva temporal	3	which	S	N	Achei um pouco ambigua essa consulta. Não está claro o que é mais recente.
159	extra	1295	paráfrase			Quais os dez processamentos de declaração de viagem mais recentes em que a atividade 'requisição de pagamento' não foi executada?	What are the ten most recent travel declaration processes in which the 'request payment' activity was not performed?	Valor														
159	extra	1296	paráfrase			Quais são os 10 casos mais recentes em que a atividade 'requisição de pagamento' não foi executada?	What are the 10 most recent cases where the 'request payment' activity was not performed?	Valor														
159	extra	1297	paráfrase			Quais são os dez casos mais novos nos quais a atividade 'requisição de pagamento' não foi executada?	What are the ten newest cases in which the 'request payment' activity was not performed?	Valor														
159	extra	1298	paráfrase			Quais são os últimos 10 casos em que a atividade 'requisição de pagamento' não foi executada?	What are the last 10 cases where the 'request payment' activity was not performed?	Valor														
159	extra	1299	paráfrase			Quais são os dez casos mais recentes que não passaram pela atividade 'requisição de pagamento'?	What are the ten most recent cases that did not go through the 'request payment' activity?	Valor														
159	extra	1300	paráfrase			Informe os 10 casos mais recentes que não passaram pela atividade 'requisição de pagamento'.	Report the 10 most recent cases that did not go through the 'request payment' activity.	Valor														
159	extra	1301	paráfrase			Recupere os 10 casos mais novos nos quais não houve a execução da atividade 'requisição de pagamento'.	Retrieve the 10 newest cases in which the 'request payment' activity was not performed.	Valor														
159	extra	1302	paráfrase			Liste os dez últimos casos para os quais não há registro da execução da atividade 'requisição de pagamento'.	List the last ten cases for which there is no record of the performance of the 'request payment' activity.	Valor														
159	extra	1303	paráfrase			Liste os 10 casos mais recentes para os quais não há registro a execução da atividade 'requisição de pagamento'.	List the 10 most recent cases for which there is no record of the performance of the 'request payment' activity.	Valor														
159	extra	1304	paráfrase			Liste os 10 casos mais recentes nos quais não há ocorrências da atividade 'requisição de pagamento'.	List the 10 most recent cases in which there are no occurrences of the 'request payment' activity.	Valor														
159	extra	1305	paráfrase	(fazer inglês)	 	Quais são as 10 declarações de processamento mais recente nas quais nenhuma requisição de pagamento foi registrada.	What are the 10 most recent processing declarations where no payment requests were registered?	Domínio														
																						
160	easy	1306	base	 	 	Quais casos tiveram 10 ou menos eventos executados?	Which cases had 10 or fewer events performed?	Genérica		SELECT idcase FROM events_log group by idcase having count(*) <= 10	SELECT idcase FROM events_log group by idcase having count(*) <= 10	ok	S	casos	casos	nenhum	perspectiva de fluxo de controle	3	which	S	N	Similar a 2681, 2689 e a nova consulta da 2725
160	easy	1307	paráfrase			Quais casos tiveram dez ou menos eventos executados?	Which cases had ten or fewer events performed?	Genérica														
160	easy	1308	paráfrase			Liste todos os casos que tiveram até dez eventos executados.	List all cases that had up to ten events performed.	Genérica														
160	easy	1309	paráfrase			Recupere os casos que tiveram no máximo 10 eventos executados.	Retrieve cases that had a maximum of 10 events performed.	Genérica														
160	easy	1310	paráfrase			Informe os casos compostos por até dez eventos.	Report cases made up of up to ten events.	Genérica														
160	easy	1311	paráfrase			Quais instâncias de processos possuem até 10 ocorrências de atividades?	Which process instances have up to 10 activity occurrences?	Genérica														
160	easy	1312	paráfrase			Em quais instâncias de processo houve dez ou menos eventos?	In which process instances were there ten or fewer events?	Genérica														
160	easy	1313	paráfrase			Quais são os casos para os quais há até dez eventos registrados no log de eventos?	What are the cases for which there are up to ten events recorded in the event log?	Genérica														
160	easy	1314	paráfrase			Em quais instâncias de processo observa-se a execução de dez eventos ou menos?	In which process instances is the performance of ten events or fewer observed?	Genérica														
160	easy	1315	paráfrase			Quais são os casos nos quais observa-se a execução de até dez eventos?	What are the cases in which the performance of up to ten events is observed?	Genérica														
160	easy	1316	paráfrase	(fazer inglês)	 	 Em quais processamento de declarações de viagem foram executadas dez ações ou mais?	In which travel declaration processes were ten or more actions performed?	Domínio														
160	easy	1317	paráfrase			Quais declarações tiveram 10 eventos ou menos?	Which declarations had 10 events or fewer?	Domínio														
																						
161	medium	1318	base	What is the average reimbursement value for trips before 2018?	SELECT AVG(costevent) FROM log8_excerpt36 WHERE enddatetime < '2018-01-01' AND activity = 'Payment Handled'	Qual a média de custo da atividade 'pagamento efetuado', para eventos realizados antes de 2018?	What is the average cost of the 'payment handled' activity, for events held before 2018?	Valor		SELECT AVG(cost) FROM events_log WHERE timestamp < '2018-01-01' AND activity = 'Payment handled'	SELECT AVG(cost) FROM events_log WHERE timestamp < '2018-01-01' AND activity = 'Pagamento efetuado'	ok	S	eventos	agregado	atividade;timestamp	estatística descritiva sobre custo;perspectiva temporal	2	what	S	N	Nesse contexto fiquei em dúvida se seriam os casos realizados (como saber o que é um caso realizado), talvez eventos?
161	medium	1319	paráfrase	 	 	Qual a média de custo da atividade 'pagamento efetuado', para os eventos realizados antes de 2018?	What is the average cost of the 'payment handled' activity, for the events held before 2018?	Valor														
161	medium	1320	paráfrase			Qual é o custo médio da atividade 'pagamento efetuado' nos eventos realizados antes de 2018?	What is the mean cost of the 'payment handled' activity in the events held before 2018?	Valor														
161	medium	1321	paráfrase			Calcule o custo médio para as execuções da atividade 'pagamento efetuado' nos eventos realizados antes de 2018.	Calculate the mean cost for executing the 'payment handled' activity in the events held before 2018.	Valor														
161	medium	1322	paráfrase			Informe a média dos custos das ocorrências da atividade 'pagamento efetuado' nas ocorrências de atividades executadas antes de 2018.	Report the average costs of occurrences of the 'payment handled' activity in the occurrences of activities performed before 2018.	Valor														
161	medium	1323	paráfrase			Dentro do subconjunto de eventos executados antes de 2018, qual foi o custo médio para a execução da atividade 'pagamento efetuado'?	Within the subset of events performed before 2018, what was the mean cost for performing the 'payment handled' activity?	Valor														
161	medium	1324	paráfrase			Considerando apenas as ocorrências de eventos de antes de 2018, calcule o custo médio de execução da atividade 'pagamento efetuado'.	Considering only the occurrences of events before 2018, calculate the mean cost of performing the 'payment handled' activity.	Valor														
161	medium	1325	paráfrase			Calcule o custo médio de execução da atividade 'pagamento efetuado' no contexto dos eventos executados antes de 2018.	Calculate the mean cost of performing the 'payment handled' activity in the context of events performed before 2018.	Valor														
161	medium	1326	paráfrase	(fazer inglês)	 	Qual é o custo médio de ações referentes a a pagamentos efetuados antes de 2018?	What is the mean cost of actions relating to payments made before 2018?	Domínio														
																						
162	hard	1327	base			Quantas vezes atividades 'permissão' foram executadas em cada caso?	How many times were 'permit' activities performed in each case?	Valor		SELECT idcase, COUNT(*) FROM events_log WHERE activity LIKE 'Permit%' GROUP by idcase	SELECT idcase, COUNT(*) FROM events_log WHERE activity LIKE '%permissão%' GROUP by idcase	ok	S	casos	casos;agregado	atividade	estatística descritiva sobre fluxo de controle	2	how	S	N	
162	hard	1328	paráfrase	 	 	Quantas atividades de 'permissão' foram realizadas para cada caso?	How many 'permit' activities were performed for each case?	Valor														
162	hard	1329	paráfrase			Para cada caso, informe a quantidade de vezes que uma atividade de 'permissão' foi executada.	For each case, report the number of times a 'permit' activity was performed.	Valor														
162	hard	1330	paráfrase			Quantas ocorrências de atividades de 'permissão' existem em cada um dos casos?	How many instances of 'permit' activities are there in each of the cases?	Valor														
162	hard	1331	paráfrase			Quantos registros de eventos relacionados à atividades de 'permissão' podem ser encontrados no log de eventos para cada um dos casos?	How many event records related to 'permit' activities can be found in the event log for each of the cases?	Valor														
162	hard	1332	paráfrase			Liste, para cada caso, quantos registros sobre a execução de atividades 'permissão' existem.	List, for each case, how many records about the performance of 'permit' activities exist.	Valor														
162	hard	1333	paráfrase			Informe a quantidade de ocorrências de atividades de 'permissão' para cada um dos casos registrados no log de eventos.	Report the number of occurrences of 'permit' activities for each of the cases recorded in the event log.	Valor														
162	hard	1334	paráfrase			Quantos eventos associados à atividades de 'permissão' estão registrados para cada caso no log de eventos?	How many events associated with 'permit' activities are recorded for each case in the event log?	Valor														
162	hard	1335	paráfrase			Quantas vezes permissões foram registradas para cada uma das declarações já processadas?	How many times have permits been registered for each of the declarations already processed?	Domínio														
162	hard	1336	paráfrase	(fazer inglês)	 	Quantas vezes cada declaração recebeu uma 'permissão' durante o seu processamento?	How many times was each declaration given a 'permit' during its processing?	Domínio														
																						
163	medium	1337	base	 	 	Quantos casos passaram pela atividade 'declaração rejeitada pelo supervisor' e quais foram os recursos responsáveis?	How many cases went through the 'declaration rejected by supervisor' activity and which resources were responsible?	Valor		SELECT COUNT(DISTINCT idcase), resource FROM events_log WHERE activity = 'Declaration rejected by supervisor'  GROUP BY resource	SELECT COUNT(DISTINCT idcase), resource FROM events_log WHERE activity = 'Declaração rejeitada pelo supervisor'  GROUP BY resource	ok	S	casos	recursos;agregado	atividade	estatística descritiva sobre fluxo de controle;perspectiva de recurso	2	how	S	N	Nessa requisição em um mesmo caso somente o mesmo recurso pode executar a atividade.
163	medium	1338	paráfrase			Qual a quantidade de casos que passaram pela atividade 'declaração rejeitada pelo supervisor' e quais os recursos associado às execuções dessas atividades?	How many cases went through the 'declaration rejected by supervisor' activity and what are the resources associated with carrying out these activities?	Valor														
163	medium	1339	paráfrase			Qual a quantidade de casos que passaram pela atividade 'declaração rejeitada pelo supervisor', agrupando por recurso associado à sua execução.	How many cases went through the 'declaration rejected by supervisor' activity, grouped by resource associated with its performance?	Valor														
163	medium	1340	paráfrase			Quantos dos casos existentes no log de eventos passaram pela atividade 'declaração rejeitada pelo supervisor'? Recupere a quantidade por recurso associado à sua execução.	How many of the cases in the event log went through the 'declaration rejected by supervisor' activity? Retrieve the quantity per resource associated with their performance.	Valor														
163	medium	1341	paráfrase			Recupere a quantidade de casos que passaram pela atividade 'declaração rejeitada pelo supervisor', considerando cada recurso associado à sua execução.	Retrieve the number of cases that went through the 'declaration rejected by supervisor' activity, considering each resource associated with its performance.	Valor														
163	medium	1342	paráfrase			Informe quantos casos passaram pela atividade 'declaração rejeitada pelo supervisor', agrupados pelo(s) recurso(s) associado(s) à sua execução.	Report how many cases went through the 'declaration rejected by supervisor' activity, grouped by the resource(s) associated with its performance.	Valor														
163	medium	1343	paráfrase	(fazer inglês)	 	Rejeições feitas por supervisor aparecem em quantas declarações, considerando cada um dos supervisores registrados no sistema?	Rejections made by a supervisor appear in how many declarations, considering each of the supervisors registered in the system?	Domínio			 											
163	medium	1344	paráfrase			Quantas declarações foram rejeitadas por um supervisor e quais foram os supervisores envolvidos?	How many declarations were rejected by a supervisor and which supervisors were involved?	Domínio														
																						
164	medium	1345	base	 	 	Quantos casos estão relacionados a cada uma das atividades possíveis?	How many cases are related to each of the possible activities?	Genérica		SELECT COUNT(DISTINCT idcase), activity FROM events_log GROUP BY activity	SELECT COUNT(DISTINCT idcase), activity FROM events_log GROUP BY activity	ok	S	casos	atividades;agregado	nenhum	estatística descritiva sobre fluxo de controle	2	how	S	S	Pergunta um pouco confusa.
164	medium	1346	paráfrase			Para cada atividade existente, qual a quantidade de casos nos quais sua ocorrência foi registrada?	For each existing activity, how many cases were recorded?	Genérica														
164	medium	1347	paráfrase			Para cada atividade, informe em quantos casos registraram sua execução?	For each activity, report how many cases were carried out.	Genérica														
164	medium	1348	paráfrase			Informe em quantos casos cada uma das atividades foram executadas.	Report in how many cases each of the activities were performed.	Genérica														
164	medium	1349	paráfrase			Qual a quantidade de casos nos quais cada uma das atividades possíveis teve sua execução registrada?	What is the number of cases in which each of the possible activities had its performance recorded?	Genérica														
164	medium	1350	paráfrase			Considere cada uma das atividades possíveis e informe o número de casos em que sua execução foi registrada.	Consider each of the possible activities and report the number of cases in which its performance was recorded.	Genérica														
164	medium	1351	paráfrase	(fazer inglês)	 	Várias ações, atividades ou tarefas são possíveis durante o processamento de uma declaração. É útil saber a quantidade de declarações associadas às execuções de cada uma destas ações, atividades ou tarefas.	Various actions, activities or tasks are possible when processing a declaration. It is useful to know the number of declarations associated with the performance of each of these actions, activities or tasks.	Domínio			 											
164	medium	1352	paráfrase			Quantas são as declarações associadas à execução de cada uma das ações possíveis em um processamento de declaração de viagem?	How many declarations are associated with the performance of each of the possible actions in travel declaration processing?	Domínio														
																						
165	no_hardness	1353	base	 	 	Quais os eventos associados a tarefas que iniciam com 'R' que ocorreram depois de todos os eventos associados a tarefas que iniciam com 'D'?	Which events associated with tasks that start with 'R' occurred after all events associated with tasks that start with 'D'?	Valor		SELECT e.* from events_log e INNER JOIN (select idcase, MAX(timestamp) as timestamp from events_log where activity like 'D%' group by idcase) e1 on e.idcase = e1.idcase and e.timestamp > e1.timestamp and e.activity like 'R%'	SELECT e.* from events_log e INNER JOIN (select idcase, MAX(timestamp) as timestamp from events_log where activity like 'D%' group by idcase) e1 on e.idcase = e1.idcase and e.timestamp > e1.timestamp and e.activity like 'R%'	ok	S	eventos	eventos	atividade	perspectiva de fluxo de controle	1	which	S	S	acho que retorna mais do que precisa
165	no_hardness	1354	paráfrase			Quais são os eventos que registram atividades iniciadas por 'R' que ocorrem após todos os eventos que registram atividades iniciadas por 'D'?	What are the events that record activities started by 'R' that occur after all the events that record activities started by 'D'?	Valor			 											
165	no_hardness	1355	paráfrase			Quais eventos que registram a execução de atividades iniciadas por 'R' que ocorrem após todos os eventos registrando a execução de atividades iniciadas por 'D'?	Which events record the performance of activities started by 'R' that occur after all events recording the performance of activities started by 'D'?	Valor			 											
165	no_hardness	1356	paráfrase			Recupere os eventos associados a tarefas iniciadas por 'R' que tiveram sua execução registrada depois de todos os eventos associados a tarefas iniciadas por 'D'.	Retrieve events associated with tasks starting with 'R' that had their performance registered after all events associated with tasks starting with 'D'.	Valor														
165	no_hardness	1357	paráfrase			Idenfique quais são os eventos que registram a execução de tarefas que tem seu nome iniciado pelo caracter 'R' e que ocorreram depois de todos os registros de execução de tarefas com nome iniciado por 'D'.	Identify which events record the performance of tasks whose name starts with the character 'R' and that occurred after all records of the performance of tasks with names starting with 'D'.	Valor														
165	no_hardness	1358	paráfrase			Filtrando os eventos que ocorreram depois de todos os registros de execução de atividades iniciadas por 'D', recupere os eventos que registram atividades que começam com 'R'.	Filtering events that occurred after all activity performance records starting with 'D', retrieve events that record activities starting with 'R'.	Valor														
165	no_hardness	1359	paráfrase	(fazer inglês)	 	Quais ações iniciando com letra 'R' ocorreram depois de ações que iniciando com a letra 'D' durante o processamento de uma declaração?	Which actions starting with the letter 'R' occurred after actions starting with the letter 'D' during the processing of a declaration?	Domínio			 											
165	no_hardness	1360	paráfrase			Quais são os registros que estão associados a uma ação de processamento de declarações cujo nome inicia com a letra 'R' e que foram realizados após o registro de ações com letra inicial 'D'?	What are the registrations that are associated with a declaration processing action whose name begins with the letter 'R' and which were carried out after the registration of actions with the initial letter 'D'?	Domínio														
																						
166	medium	1361	base	 	 	Quantas vezes cada atividade foi executada por cada recurso?	How many times was each activity performed by each resource?	Genérica		select count(*), activity, resource from events_log group by resource, activity	select count(*), activity, resource from events_log group by resource, activity	ok	S	eventos	recursos;atividades;agregado	nenhum	estatística descritiva sobre fluxo recurso;estatística descritiva sobre fluxo de controle	3	how	S	S	
166	medium	1362	paráfrase			Qual a quantidade de vezes que cada atividade foi executada por cada recurso?	What was the number of times each activity was performed by each resource?	Genérica														
166	medium	1363	paráfrase			Conte quantas vezes cada atividade foi executada por cada recurso.	Count how many times each activity was performed by each resource.	Genérica														
166	medium	1364	paráfrase			Informe a quantidade de vezes que cada recurso foi responsável pela execução de cada atividade	Report the number of times each resource was responsible for performing each activity	Genérica														
166	medium	1365	paráfrase			Quantas vezes um determinado recurso foi associado à execução de cada uma das atividades?	How many times was a given resource associated with the performance of each activity?	Genérica														
166	medium	1366	paráfrase	(fazer inglês)	 	Quantas vezes cada uma das ações de processamento de uma declaração foi executada por cada colaborador?	How many times was each declaration processing action performed by each employee?	Domínio														
166	medium	1367	paráfrase			Quantas vezes cada atividade foi executada por cada um dos funcionários da universidade?	How many times was each activity performed by each university employee?	Domínio														
																						
167	easy	1368	base	 	 	Quais os nomes das atividades realizadas no primeiro semestre de 2018?	What are the names of the activities carried out in the first semester of 2018?	Valor		select DISTINCT activity from events_log where timestamp between '2018-01-01' and '2018-07-01'	select DISTINCT activity from events_log where timestamp between '2018-01-01' and '2018-07-01'	ok	S	eventos	atividades	timestamp	perspectiva temporal;perspectiva de fluxo de controle	3	which	S	S	Fiz uma consulta com eventos também.
167	easy	1369	paráfrase			Liste as atividades realizadas no primeiro semestre de 2018.	List the activities carried out in the first semester of 2018.	Valor		select * from events_log where timestamp between '2018-01-01' and '2018-07-01'												
167	easy	1370	paráfrase			Considere apenas o primeiro semestre de 2018 para listas quais atividades foram executadas.	Consider only the first semester of 2018 to list which activities were carried out.	Valor														
167	easy	1371	paráfrase			Quais atividades foram executadas de 1 de janeiro de 2018 a 31 de julho de 2018?	What activities were carried out from January 1, 2018 to July 31, 2018?	Valor														
167	easy	1372	paráfrase			Quais atividades estão associadas aos eventos ocorridos no primeiro semestre de 2018?	What activities are associated with the events that occurred in the first semester of 2018?	Valor														
167	easy	1373	paráfrase			Quais atividades foram realizadas no primeiro semestre de 2018?	What activities were carried out in the first semester of 2018?	Valor														
167	easy	1374	paráfrase	(fazer inglês)	 	O que foi feito nos processamentos realizados no primeiro semestre de 2018?	What was done in the processing carried out in the first semester of 2018?	Domínio														
																						
168	medium	1375	base			Liste os casos nos quais o recurso 'Wayne' foi alocado, ordenando a resposta por identificador de caso. 	List the cases in which the 'Wayne' resource was allocated, ordering the response by case identifier.	Valor		SELECT DISTINCT idcase FROM events_log WHERE resource = 'Wayne' ORDER BY idcase	SELECT DISTINCT idcase FROM events_log WHERE resource = 'Wayne' ORDER BY idcase	ok	S	casos	casos	recurso	perspectiva de recurso	2	which	S	N	
168	medium	1376	paráfrase	 	 	Quais casos estiveram associados ao recurso 'Wayne'. Ordene por identificador de caso.	Which cases were associated with the 'Wayne' resource? Sort by case identifier.	Valor														
168	medium	1377	paráfrase			Em quais casos o recurso 'Wayne' aparece associado à execução de algum evento? Ordene a resposta por identificador de caso. 	In which cases does the 'Wayne' resource appear associated with the performance of an event? Sort the response by case identifier.	Valor														
168	medium	1378	paráfrase			Informe quais os casos que possuem eventos associados ao recurso 'Wayne'. Use o identificador de caso para ordenar a sua resposta.	Report which cases have events associated with the 'Wayne' resource. Use the case identifier to order your answer.	Valor														
168	medium	1379	paráfrase			Quais instâncias de processo envolveram o trabalho do recurso 'Wayne'. Forneça a resposta ordenada.	Which process instances involved the work of the 'Wayne' resource? Provide the answer in an ordered manner.	Valor														
168	medium	1380	paráfrase			Quais instâncias de processo incluem eventos que foram de responsabilidade do recurso 'Wayne'. Liste as instância de forma ordenada.	Which process instances include events that were the responsibility of the 'Wayne' resource? List the instances in an ordered manner.	Valor														
168	medium	1381	paráfrase			Recupere, de maneira ordenada, os identificadores dos casos nos quais o recurso 'Wayne' atuou.	Retrieve, in an ordered manner, the identifiers of the cases in which the 'Wayne' resource acted.	Valor														
168	medium	1382	paráfrase			Recupere, de maneira ordenada, todas as instâncias de processo nas quais o recurso 'Wayne' atuou.	Retrieve, in an ordered manner, all process instances in which the 'Wayne' resource acted.	Valor														
168	medium	1383	paráfrase			O funcionário Wayne trabalho em quais declarações? Apresente a lista ordenada.	What declarations does the employee Wayne work on? Present the ordered list.	Domínio														
168	medium	1384	paráfrase	(fazer inglês)	 	Em quais declarações o Wayne trabalho? Apresente uma lista ordenada.	What declarations does Wayne work on? Present an ordered list.	Domínio														
																						
169	no_hardness	1385	base	 	 	Para cada atividade, retorne em quantos casos ela foi executada, considerando somente aqueles casos que finalizaram no dia 12 de março de 2018.	For each activity, return how many cases it was performed in, considering only those cases that ended on March 12, 2018.	Valor		select activity, count(DISTINCT idcase) FROM events_log where idcase in (SELECT idcase FROM events_log GROUP BY idcase  HAVING strftime('%Y-%m-%d', MAX(timestamp)) =  '2018-03-12') group by activity	select activity, count(DISTINCT idcase) FROM events_log where idcase in (SELECT idcase FROM events_log GROUP BY idcase  HAVING strftime('%Y-%m-%d', MAX(timestamp)) =  '2018-03-12') group by activity	ok	S	casos	atividades;agregado	timestamp	estatística descritiva sobre fluxo de controle;perspectiva temporal	3	how	S	N	Aqui temos uma situação já vista anteriormente no qual é necessário saber o que é um caso finalizado.
169	no_hardness	1386	paráfrase			Para cada atividade, retorne em quantas instâncias de processo cada uma delas foi executada, considerando somente aquelas instâncias de processo que finalizaram no dia 12 de março de 2018.	For each activity, return how many process instances each of them was performed in, considering only those process instances that ended on March 12, 2018.	Valor														
169	no_hardness	1387	paráfrase			Considerando o subconjunto de casos finalizados no dia 2 de março de 2018, informe uma lista que associa cada atividade e em quantos casos elas aparecem.	Considering the subset of cases completed on March 2, 2018, provide a list that associates each activity and in how many cases they appear.	Valor														
169	no_hardness	1388	paráfrase			Informe uma lista de atividade e quantidade de casos nas quais ela aparece, considerando o subconjunto de casos finalizados em 2 de março de 2018.	Provide a list including activity and number of cases in which it appears, considering the subset of cases completed on March 2, 2018.	Valor														
169	no_hardness	1389	paráfrase			Relacione as atividades à quantidade de casos nas quais elas aparecem, considerando apenas os casos cujo último evento finalizou em 2 de março de 2018.	Relate the activities to the number of cases in which they appear, considering only the cases whose last event ended on March 2, 2018.	Valor														
169	no_hardness	1390	paráfrase			Extraia do subconjunto de casos finalizados em 2 de março de 2018, a informação sobre atividades ocorridas e quantidade de casos nos quais elas ocorreram.	Extract from the subset of cases completed on March 2, 2018, information about activities that occurred and the number of cases in which they occurred.	Valor														
169	no_hardness	1391	paráfrase	(fazer inglês)	 	Cada uma das ações de processamento possíveis foram executadas em quantas declarações processadas e finalizadas em 2 de março de 2018?	Each of the possible processing actions was performed on how many declarations processed and ended on March 2, 2018?	Domínio			 											
